order_line_key,order_id,order_date,ship_date,order_timestamp,customer_key,product_key,location_key,ship_mode,quantity,sales_amount,discount_pct,profit_amount
OL_000065,ORD_000065,2024-08-29,2024-08-30,2024-08-29 19:04:02,CUST_0295,PRD_0049,LOC_004,Standard Class,5,381.18,0.15,65.03
OL_000066,ORD_000066,2025-08-25,2025-08-27,2025-08-25 03:48:38,CUST_0592,PRD_0116,LOC_003,Standard Class,1,1058.43,0.03,224.54
OL_000067,ORD_000067,2025-02-24,2025-03-01,2025-02-24 08:05:22,CUST_0374,PRD_0013,LOC_004,First Class,2,1631.66,0.1,513.52
OL_000068,ORD_000068,2025-08-23,2025-08-27,2025-08-23 02:10:30,CUST_0562,PRD_0059,LOC_008,First Class,6,236.03,0.1,59.51
OL_000069,ORD_000069,2024-12-16,2024-12-21,2024-12-16 11:30:15,CUST_0311,PRD_0082,LOC_007,First Class,6,155.22,0.0,55.68
OL_000070,ORD_000070,2025-11-14,2025-11-18,2025-11-14 14:24:38,CUST_0194,PRD_0095,LOC_008,Standard Class,6,8068.12,0.17,296.56
OL_000071,ORD_000071,2025-05-15,2025-05-18,2025-05-15 06:22:23,CUST_0081,PRD_0017,LOC_008,Standard Class,2,1105.44,0.0,438.56
OL_000072,ORD_000072,2024-04-14,2024-04-16,2024-04-14 14:00:17,CUST_0095,PRD_0005,LOC_001,Second Class,7,3334.94,0.0,1291.71
OL_000073,ORD_000073,2025-09-20,2025-09-25,2025-09-20 13:05:35,CUST_0759,PRD_0069,LOC_003,Second Class,4,188.72,0.0,58.2
OL_000074,ORD_000074,2025-01-30,2025-01-31,2025-01-30 12:46:59,CUST_0623,PRD_0026,LOC_006,First Class,2,1487.6,0.2,402.64
OL_000075,ORD_000075,2024-05-01,2024-05-05,2024-05-01 05:18:44,CUST_0216,PRD_0070,LOC_004,First Class,7,886.6,0.1,239.94
OL_000076,ORD_000076,2024-05-08,2024-05-12,2024-05-08 09:01:07,CUST_0446,PRD_0087,LOC_002,Standard Class,1,78.5,0.3,5.25
OL_000077,ORD_000077,2025-06-03,2025-06-05,2025-06-03 18:36:29,CUST_0582,PRD_0112,LOC_001,Standard Class,1,1638.7,0.07,181.25
OL_000078,ORD_000078,2024-02-20,2024-02-23,2024-02-20 23:14:53,CUST_0302,PRD_0092,LOC_010,Standard Class,3,3805.94,0.02,815.3
OL_000079,ORD_000079,2024-07-28,2024-07-30,2024-07-28 19:06:31,CUST_0372,PRD_0051,LOC_009,First Class,6,367.82,0.2,58.4
OL_000080,ORD_000080,2024-04-30,2024-05-04,2024-04-30 04:51:33,CUST_0582,PRD_0105,LOC_003,Standard Class,4,1360.97,0.06,169.41
OL_000081,ORD_000081,2024-12-09,2024-12-10,2024-12-09 14:05:25,CUST_0194,PRD_0019,LOC_006,Standard Class,2,1950.96,0.0,860.86
OL_000082,ORD_000082,2024-11-08,2024-11-12,2024-11-08 03:00:08,CUST_0445,PRD_0050,LOC_002,Standard Class,7,365.62,0.2,71.2
OL_000083,ORD_000083,2025-02-26,2025-02-27,2025-02-26 07:09:22,CUST_0180,PRD_0067,LOC_002,Standard Class,4,235.12,0.0,65.12
OL_000084,ORD_000084,2024-07-24,2024-07-26,2024-07-24 03:00:07,CUST_0003,PRD_0022,LOC_003,Standard Class,7,5131.85,0.1,1764.71
OL_000085,ORD_000085,2024-02-05,2024-02-10,2024-02-05 13:49:21,CUST_0573,PRD_0019,LOC_003,First Class,5,4877.4,0.0,2152.15
OL_000086,ORD_000086,2025-04-25,2025-04-30,2025-04-25 14:12:41,CUST_0582,PRD_0083,LOC_010,Second Class,3,91.92,0.2,16.86
OL_000087,ORD_000087,2024-09-29,2024-10-01,2024-09-29 11:15:38,CUST_0792,PRD_0060,LOC_001,Standard Class,1,61.78,0.1,17.7
OL_000088,ORD_000088,2025-05-15,2025-05-20,2025-05-15 20:34:58,CUST_0153,PRD_0080,LOC_005,Standard Class,6,180.79,0.1,45.97
OL_000089,ORD_000089,2024-04-09,2024-04-14,2024-04-09 10:45:53,CUST_0584,PRD_0028,LOC_009,Standard Class,1,85.44,0.0,37.28
OL_000090,ORD_000090,2024-01-16,2024-01-19,2024-01-16 08:57:19,CUST_0756,PRD_0039,LOC_001,First Class,6,4648.92,0.0,2063.28
OL_000091,ORD_000091,2024-07-05,2024-07-07,2024-07-05 20:15:31,CUST_0547,PRD_0110,LOC_005,Second Class,6,6971.97,0.04,1034.55
OL_000092,ORD_000092,2024-12-28,2024-12-30,2024-12-28 21:01:15,CUST_0759,PRD_0020,LOC_004,Standard Class,3,1753.23,0.3,415.83
OL_000093,ORD_000093,2024-10-18,2024-10-20,2024-10-18 13:15:45,CUST_0790,PRD_0091,LOC_002,Standard Class,5,8682.08,0.06,1612.23
OL_000094,ORD_000094,2025-08-05,2025-08-08,2025-08-05 19:06:09,CUST_0631,PRD_0074,LOC_003,First Class,4,203.24,0.0,57.48
OL_000095,ORD_000095,2024-10-03,2024-10-08,2024-10-03 15:21:36,CUST_0799,PRD_0067,LOC_008,First Class,1,52.9,0.1,10.4
OL_000096,ORD_000096,2025-03-04,2025-03-05,2025-03-04 02:18:02,CUST_0534,PRD_0085,LOC_005,Same Day,7,739.69,0.0,223.3
OL_000097,ORD_000097,2025-04-13,2025-04-18,2025-04-13 03:38:36,CUST_0421,PRD_0108,LOC_001,Standard Class,6,1685.86,0.07,306.88
OL_000098,ORD_000098,2024-01-25,2024-01-28,2024-01-25 09:35:41,CUST_0726,PRD_0111,LOC_004,Standard Class,7,5398.26,0.08,803.11
OL_000099,ORD_000099,2025-02-20,2025-02-24,2025-02-20 20:37:13,CUST_0657,PRD_0086,LOC_008,Standard Class,5,608.0,0.0,175.4
OL_000100,ORD_000100,2024-09-06,2024-09-11,2024-09-06 14:17:06,CUST_0096,PRD_0089,LOC_007,First Class,7,272.38,0.2,37.81
OL_000101,ORD_000101,2024-11-16,2024-11-19,2024-11-16 00:43:12,CUST_0263,PRD_0052,LOC_010,Standard Class,1,19.99,0.0,6.02
OL_000102,ORD_000102,2024-04-03,2024-04-04,2024-04-03 21:49:04,CUST_0225,PRD_0010,LOC_008,First Class,5,5385.45,0.0,2165.8
OL_000103,ORD_000103,2025-07-21,2025-07-24,2025-07-21 16:09:43,CUST_0678,PRD_0114,LOC_002,Standard Class,7,3037.83,0.22,-113.85
OL_000104,ORD_000104,2025-11-04,2025-11-08,2025-11-04 10:26:01,CUST_0201,PRD_0006,LOC_001,Standard Class,4,3586.25,0.1,1337.49
OL_000105,ORD_000105,2024-01-26,2024-01-29,2024-01-26 14:47:44,CUST_0265,PRD_0081,LOC_005,Standard Class,4,470.88,0.0,123.76
OL_000106,ORD_000106,2025-04-18,2025-04-22,2025-04-18 18:51:12,CUST_0440,PRD_0048,LOC_004,Same Day,6,365.31,0.1,80.07
OL_000107,ORD_000107,2025-07-11,2025-07-16,2025-07-11 08:48:32,CUST_0071,PRD_0101,LOC_005,First Class,3,3332.68,0.17,19.12
OL_000108,ORD_000108,2024-07-27,2024-07-28,2024-07-27 22:06:35,CUST_0759,PRD_0116,LOC_006,Standard Class,1,1013.24,0.07,179.35
OL_000109,ORD_000109,2025-07-23,2025-07-27,2025-07-23 14:11:44,CUST_0415,PRD_0047,LOC_003,Standard Class,2,206.74,0.2,21.74
OL_000110,ORD_000110,2025-05-05,2025-05-08,2025-05-05 17:03:28,CUST_0161,PRD_0003,LOC_010,Standard Class,7,6563.03,0.2,1672.62
OL_000111,ORD_000111,2025-10-23,2025-10-25,2025-10-23 23:36:01,CUST_0228,PRD_0031,LOC_005,Standard Class,3,1120.77,0.0,505.05
OL_000112,ORD_000112,2025-12-12,2025-12-17,2025-12-12 14:31:55,CUST_0630,PRD_0033,LOC_007,Standard Class,2,1627.92,0.0,715.24
OL_000113,ORD_000113,2024-02-15,2024-02-17,2024-02-15 18:57:44,CUST_0535,PRD_0113,LOC_004,Standard Class,4,562.3,0.14,55.86
OL_000114,ORD_000114,2024-12-14,2024-12-16,2024-12-14 01:27:10,CUST_0388,PRD_0019,LOC_007,Second Class,4,3901.92,0.0,1721.72
OL_000115,ORD_000115,2025-03-15,2025-03-19,2025-03-15 01:25:44,CUST_0285,PRD_0113,LOC_010,Standard Class,7,1106.15,0.03,219.88
OL_000116,ORD_000116,2024-05-04,2024-05-09,2024-05-04 12:04:37,CUST_0711,PRD_0028,LOC_002,Same Day,5,427.2,0.0,186.4
OL_000117,ORD_000117,2024-08-30,2024-09-03,2024-08-30 06:04:57,CUST_0613,PRD_0102,LOC_004,Standard Class,6,3265.97,0.02,668.15
OL_000118,ORD_000118,2025-12-19,2025-12-22,2025-12-19 07:21:57,CUST_0582,PRD_0078,LOC_007,Standard Class,1,125.51,0.0,43.26
OL_000119,ORD_000119,2024-01-19,2024-01-20,2024-01-19 06:21:31,CUST_0373,PRD_0096,LOC_009,Standard Class,7,683.42,0.15,68.61
OL_000120,ORD_000120,2024-12-23,2024-12-28,2024-12-23 02:20:39,CUST_0777,PRD_0062,LOC_006,Second Class,3,230.42,0.1,63.8
OL_000121,ORD_000121,2025-08-23,2025-08-27,2025-08-23 01:31:10,CUST_0582,PRD_0115,LOC_002,First Class,1,770.34,0.12,98.67
OL_000122,ORD_000122,2024-08-22,2024-08-27,2024-08-22 05:38:19,CUST_0361,PRD_0095,LOC_006,First Class,3,3735.1,0.23,-150.68
OL_000123,ORD_000123,2025-01-20,2025-01-22,2025-01-20 15:45:04,CUST_0759,PRD_0017,LOC_006,Standard Class,5,2763.6,0.0,1096.4
OL_000124,ORD_000124,2025-12-09,2025-12-11,2025-12-09 15:33:13,CUST_0703,PRD_0109,LOC_001,First Class,1,174.06,0.07,29.82
OL_000125,ORD_000125,2025-01-16,2025-01-21,2025-01-16 16:03:14,CUST_0585,PRD_0070,LOC_006,Standard Class,6,759.94,0.1,205.66
OL_000126,ORD_000126,2024-04-24,2024-04-28,2024-04-24 00:29:32,CUST_0611,PRD_0039,LOC_005,Standard Class,2,1394.68,0.1,532.8
OL_000127,ORD_000127,2024-02-24,2024-02-28,2024-02-24 04:11:55,CUST_0361,PRD_0074,LOC_003,Standard Class,6,304.86,0.0,86.22
OL_000128,ORD_000128,2025-11-06,2025-11-10,2025-11-06 04:25:49,CUST_0424,PRD_0042,LOC_003,Same Day,2,291.06,0.0,82.12
OL_000129,ORD_000129,2024-07-15,2024-07-17,2024-07-15 18:45:12,CUST_0161,PRD_0120,LOC_008,First Class,7,10626.97,0.04,1672.22
OL_000130,ORD_000130,2025-02-11,2025-02-14,2025-02-11 15:22:37,CUST_0503,PRD_0097,LOC_001,First Class,6,8289.91,0.17,23.65
OL_000131,ORD_000131,2024-03-27,2024-03-28,2024-03-27 07:47:46,CUST_0315,PRD_0070,LOC_003,Second Class,2,253.31,0.1,68.55
OL_000132,ORD_000132,2024-11-19,2024-11-21,2024-11-19 10:41:18,CUST_0298,PRD_0084,LOC_007,Second Class,3,57.81,0.15,10.83
OL_000133,ORD_000133,2025-10-24,2025-10-27,2025-10-24 10:04:38,CUST_0756,PRD_0025,LOC_002,First Class,1,695.86,0.15,231.59
OL_000134,ORD_000134,2025-02-10,2025-02-13,2025-02-10 11:33:18,CUST_0142,PRD_0044,LOC_002,Standard Class,1,18.98,0.0,5.12
OL_000135,ORD_000135,2025-12-01,2025-12-04,2025-12-01 16:13:33,CUST_0655,PRD_0101,LOC_010,Standard Class,3,3173.74,0.21,-139.82
OL_000136,ORD_000136,2024-07-11,2024-07-12,2024-07-11 04:28:08,CUST_0236,PRD_0001,LOC_005,First Class,2,1880.1,0.0,819.94
OL_000137,ORD_000137,2025-02-11,2025-02-15,2025-02-11 19:55:45,CUST_0029,PRD_0062,LOC_003,Standard Class,6,435.23,0.15,101.99
OL_000138,ORD_000138,2025-09-02,2025-09-06,2025-09-02 00:28:44,CUST_0042,PRD_0036,LOC_002,Standard Class,6,1200.85,0.15,395.41
OL_000139,ORD_000139,2024-12-18,2024-12-21,2024-12-18 12:33:25,CUST_0366,PRD_0011,LOC_001,Standard Class,3,821.49,0.0,355.98
OL_000140,ORD_000140,2024-07-24,2024-07-29,2024-07-24 11:59:21,CUST_0379,PRD_0031,LOC_007,Standard Class,2,747.18,0.0,336.7
OL_000141,ORD_000141,2025-08-31,2025-09-01,2025-08-31 18:51:04,CUST_0278,PRD_0002,LOC_004,Same Day,7,5963.79,0.0,2806.44
OL_000142,ORD_000142,2024-10-14,2024-10-16,2024-10-14 11:31:57,CUST_0565,PRD_0053,LOC_002,Second Class,4,101.12,0.15,14.0
OL_000143,ORD_000143,2025-03-04,2025-03-07,2025-03-04 05:48:36,CUST_0407,PRD_0108,LOC_009,Standard Class,5,1463.23,0.03,314.08
OL_000144,ORD_000144,2025-12-07,2025-12-10,2025-12-07 21:52:54,CUST_0070,PRD_0039,LOC_007,Second Class,5,2711.87,0.3,557.17
OL_000145,ORD_000145,2024-05-29,2024-05-30,2024-05-29 02:11:11,CUST_0299,PRD_0109,LOC_008,Standard Class,5,770.56,0.17,49.36
OL_000146,ORD_000146,2024-08-07,2024-08-09,2024-08-07 01:00:32,CUST_0096,PRD_0076,LOC_006,Standard Class,7,792.96,0.0,264.67
OL_000147,ORD_000147,2024-02-04,2024-02-06,2024-02-04 21:31:08,CUST_0060,PRD_0031,LOC_009,Standard Class,5,1867.95,0.0,841.75
OL_000148,ORD_000148,2024-10-16,2024-10-19,2024-10-16 04:30:14,CUST_0177,PRD_0046,LOC_003,Standard Class,1,88.99,0.0,30.46
OL_000149,ORD_000149,2024-06-06,2024-06-08,2024-06-06 18:07:56,CUST_0579,PRD_0039,LOC_002,Standard Class,3,1975.79,0.15,682.97
OL_000150,ORD_000150,2025-05-30,2025-06-01,2025-05-30 05:15:05,CUST_0575,PRD_0104,LOC_001,Standard Class,2,321.33,0.23,-14.27
OL_000151,ORD_000151,2024-05-26,2024-05-29,2024-05-26 10:03:32,CUST_0684,PRD_0056,LOC_001,Second Class,2,201.45,0.15,47.81
OL_000152,ORD_000152,2025-05-27,2025-06-01,2025-05-27 03:02:13,CUST_0601,PRD_0084,LOC_009,Standard Class,2,45.34,0.0,14.02
OL_000153,ORD_000153,2024-07-14,2024-07-19,2024-07-14 10:23:31,CUST_0452,PRD_0020,LOC_006,Standard Class,6,5009.22,0.0,2334.42
OL_000154,ORD_000154,2024-09-14,2024-09-15,2024-09-14 17:02:22,CUST_0274,PRD_0027,LOC_001,Standard Class,7,3845.07,0.2,1076.99
OL_000155,ORD_000155,2024-09-09,2024-09-12,2024-09-09 07:32:47,CUST_0006,PRD_0059,LOC_001,Standard Class,2,87.42,0.0,28.58
OL_000156,ORD_000156,2025-06-17,2025-06-21,2025-06-17 07:26:50,CUST_0549,PRD_0024,LOC_007,Second Class,4,716.62,0.15,268.58
OL_000157,ORD_000157,2025-01-08,2025-01-12,2025-01-08 06:31:01,CUST_0247,PRD_0048,LOC_004,Second Class,4,270.6,0.0,80.44
OL_000158,ORD_000158,2024-09-19,2024-09-23,2024-09-19 20:03:23,CUST_0221,PRD_0061,LOC_008,Standard Class,6,748.86,0.0,202.5
OL_000159,ORD_000159,2025-08-29,2025-08-31,2025-08-29 20:37:50,CUST_0770,PRD_0063,LOC_010,Standard Class,7,717.29,0.0,238.07
OL_000160,ORD_000160,2025-04-01,2025-04-02,2025-04-01 08:27:52,CUST_0147,PRD_0010,LOC_007,Second Class,4,4308.36,0.0,1732.64
OL_000161,ORD_000161,2024-06-14,2024-06-15,2024-06-14 14:01:28,CUST_0037,PRD_0086,LOC_002,Second Class,3,364.8,0.0,105.24
OL_000162,ORD_000162,2025-09-30,2025-10-03,2025-09-30 11:47:32,CUST_0756,PRD_0071,LOC_006,Second Class,4,41.44,0.1,9.96
OL_000163,ORD_000163,2024-09-04,2024-09-05,2024-09-04 19:02:43,CUST_0267,PRD_0117,LOC_006,First Class,4,5598.65,0.17,462.77
OL_000164,ORD_000164,2024-02-12,2024-02-14,2024-02-12 16:48:44,CUST_0335,PRD_0048,LOC_009,First Class,7,426.2,0.1,93.42
OL_000165,ORD_000165,2025-02-03,2025-02-08,2025-02-03 00:23:18,CUST_0076,PRD_0062,LOC_002,First Class,1,85.34,0.0,29.8
OL_000166,ORD_000166,2024-04-19,2024-04-21,2024-04-19 21:24:33,CUST_0347,PRD_0033,LOC_007,Second Class,2,1302.34,0.2,389.66
OL_000167,ORD_000167,2024-06-29,2024-07-04,2024-06-29 12:36:41,CUST_0766,PRD_0049,LOC_006,Second Class,3,269.07,0.0,79.38
OL_000168,ORD_000168,2025-07-02,2025-07-04,2025-07-02 01:38:55,CUST_0574,PRD_0051,LOC_005,Second Class,3,183.91,0.2,29.2
OL_000169,ORD_000169,2024-04-24,2024-04-25,2024-04-24 09:11:09,CUST_0397,PRD_0087,LOC_003,First Class,4,448.6,0.0,155.6
OL_000170,ORD_000170,2025-08-03,2025-08-04,2025-08-03 17:15:35,CUST_0269,PRD_0047,LOC_001,Standard Class,7,814.02,0.1,166.52
OL_000171,ORD_000171,2025-10-30,2025-10-31,2025-10-30 04:01:56,CUST_0311,PRD_0104,LOC_008,Standard Class,5,854.62,0.18,15.62
OL_000172,ORD_000172,2025-04-21,2025-04-25,2025-04-21 00:31:18,CUST_0521,PRD_0093,LOC_001,Same Day,2,579.85,0.17,25.25
OL_000173,ORD_000173,2025-06-14,2025-06-15,2025-06-14 05:41:51,CUST_0221,PRD_0057,LOC_004,Same Day,2,136.03,0.1,31.89
